source,id,date,year,month,day,lat,lon,unc_m,basis,dataset,locality
gbif,6498547472,2026-08-18,2026,8,18,62.720135,28.997909,84.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,6498661350,2026-08-11,2026,8,11,67.40213,26.062365,,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,5760866864,2025-08-28,2025,8,28,68.966095,27.003345,9.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,5867901307,2025-08-16,2025,8,16,69.14909,27.217232,,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,5888911706,2025-08-19,2025,8,19,68.466551,28.465853,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Raja-Joosepin kenttä
gbif,5892121656,2025-08-22,2025,8,,68.128505,28.477306,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Jaurujoki
gbif,5898726671,2025-08-26,2025,8,26,68.421437,28.396171,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Alempi Kiertämäjärvi
gbif,5762416521,2025-09-03,2025,9,3,64.746114,24.791228,10000.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,
gbif,5830700863,2025-09-03,2025,9,3,69.195739,27.878549,6.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,5844788659,2025-09-18,2025,9,18,68.308578,28.005396,250.0,HUMAN_OBSERVATION,,Urho-Kekkonen-Nationalpark
gbif,5844793621,2025-09-27,2025,9,27,68.308578,28.005396,250.0,HUMAN_OBSERVATION,,Urho-Kekkonen-Nationalpark
gbif,5844797852,2025-09-17,2025,9,17,68.308578,28.005396,250.0,HUMAN_OBSERVATION,,Urho-Kekkonen-Nationalpark
gbif,6133405962,2025-09-03,2025,9,3,69.194937,27.877096,,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,6499727194,2025-09-09,2025,9,9,68.657637,27.539706,2293.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,4925234382,2024-08-18,2024,8,18,65.114456,25.640388,1.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,
gbif,4927217726,2024-08-27,2024,8,27,65.153615,25.241415,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,"Haukipudas, Keskiniemi"
gbif,4929449643,2024-08-31,2024,8,31,65.15874,25.446694,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Haukipudas
gbif,4979541032,2024-08-19,2024,8,19,66.471109,25.85725,100.0,PRESERVED_SPECIMEN,The Atlas of Finnish Fungi,Toramomaa
gbif,4929450281,2024-09-01,2024,9,1,64.600457,26.47871,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rokuan kansallispuisto
gbif,4938773872,2024-09-04,2024,9,4,66.257046,26.035752,1.0,MACHINE_OBSERVATION,"Notebook, general observations",
gbif,4939429523,2024-09-06,2024,9,6,61.178607,28.365914,1.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,Taipalsaaren PÄIHÄNIEMI. Kotiselän puoleinen hiekkaranta. Sienet on laskettu 1 k
gbif,4979541595,2024-09-14,2024,9,14,66.53989,25.50549,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Mellavaara
gbif,4979544599,2024-09-05,2024,9,5,61.754005,29.417053,1000.0,PRESERVED_SPECIMEN,The Atlas of Finnish Fungi,"Punkaharju, Pakkasharju"
gbif,4169789348,2023-07-30,2023,7,30,66.455843,25.895782,25000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,4176990070,2023-08-04,2023,8,4,62.796909,29.564842,31.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,4403547350,2023-08-14,2023,8,14,61.312901,23.417445,100.0,HUMAN_OBSERVATION,"Notebook, general observations",
gbif,4403473055,2023-09-01,2023,9,1,65.147295,25.286319,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Virpiniemi
gbif,4406204622,2023-09-05,2023,9,5,66.500553,25.758758,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Ounasvaara
gbif,4412461436,2023-09-11,2023,9,11,59.992641,24.449354,100.0,HUMAN_OBSERVATION,"Notebook, general observations",
gbif,4412691435,2023-09-02,2023,9,2,61.178489,28.365735,1.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,Taipalsaaren PÄIHÄNIEMI Kotiselän puoleinen hiekkaranta.
gbif,4418547819,2023-09-09,2023,9,9,64.205882,29.179715,1.0,HUMAN_OBSERVATION,"Notebook, general observations",
gbif,4604652320,2023-09-14,2023,9,14,62.044518,24.848276,1000.0,PRESERVED_SPECIMEN,"Notebook, general observations","Keuruu, Matolammin, Heräjärven vanhojen metsien suojelualue"
gbif,4858923525,2023-09-23,2023,9,23,60.29257,24.501465,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Kolmoislammit
gbif,6194034300,2023-09-03,2023,9,3,66.500983,25.761039,1.0,MACHINE_OBSERVATION,"Notebook, general observations","Rovaniemi, Ounasvaara"
gbif,6194038551,2023-09-02,2023,9,2,66.500721,25.767725,1.0,MACHINE_OBSERVATION,"Notebook, general observations",
gbif,6500091939,2023-09-02,2023,9,2,60.617021,24.83365,203.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,4421727536,2023-10-05,2023,10,5,59.82941,23.03314,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Täktom Malmhugget
gbif,4846505304,2023-10-03,2023,10,3,61.74856,25.19531,1000.0,PRESERVED_SPECIMEN,"Notebook, general observations","Jämsä, Hassi, Muurainvuori pieni"
gbif,3892777484,2022-08-14,2022,8,14,65.52377,27.15784,100000.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,Pintamo
gbif,3899685966,2022-08-21,2022,8,21,66.002045,28.326792,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Hirsiniemi
gbif,3899686038,2022-08-16,2022,8,16,66.473553,25.860447,100.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Toramo
gbif,3902036211,2022-08-21,2022,8,21,64.800908,25.289505,227.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,3962798523,2022-08-24,2022,8,24,66.290847,27.193143,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,4879692628,2022-08-20,2022,8,20,68.709326,27.274347,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,4879695019,2022-08-20,2022,8,20,68.710027,27.273368,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,4879695746,2022-08-20,2022,8,20,68.70673,27.28226,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,4879696073,2022-08-20,2022,8,20,68.706199,27.283043,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,4879698727,2022-08-20,2022,8,20,68.70206,27.27485,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,4879699376,2022-08-20,2022,8,20,68.706128,27.28287,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,4879704230,2022-08-20,2022,8,20,68.698494,27.289063,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,4879707291,2022-08-20,2022,8,20,68.69923,27.294006,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,3901266301,2022-09-13,2022,9,13,68.455388,28.415464,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,UKK
gbif,3901266349,2022-09-13,2022,9,13,68.45241,28.427351,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,UKK
gbif,3901266393,2022-09-13,2022,9,13,68.457075,28.451169,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,UKK
gbif,3901266455,2022-09-13,2022,9,13,68.456069,28.418349,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,UKK
gbif,3901266459,2022-09-13,2022,9,13,68.45257,28.422259,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,UKK
gbif,3901266460,2022-09-13,2022,9,13,68.454254,28.403738,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,UKK
gbif,3908238349,2022-09-15,2022,9,15,68.761187,27.286741,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rahajärvi
gbif,3910013327,2022-09-17,2022,9,17,60.87182,21.093841,100000.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,Kalanti
gbif,3913109541,2022-09-17,2022,9,17,68.896304,26.965222,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Juutua
gbif,3441151134,2021-08-19,2021,8,19,65.165,25.461,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,"Haukipudas, Kiviharju"
gbif,3441176697,2021-08-16,2021,8,16,65.159401,25.598219,25000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441199263,2021-08-11,2021,8,11,65.29759,28.421043,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441206649,2021-08-31,2021,8,31,66.612928,26.324151,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3453909039,2021-08-30,2021,8,30,60.353024,26.22869,50000.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,
gbif,3453911603,2021-08-21,2021,8,21,65.036196,24.586681,100000.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,
gbif,5062887890,2021-08-29,2021,8,29,63.660082,28.297349,16076.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,6498956498,2021-08-26,2021,8,26,63.34409,23.370234,3.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,3441131063,2021-09-25,2021,9,25,60.348612,25.880321,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441143299,2021-09-15,2021,9,15,62.789743,21.996576,10000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441145512,2021-09-02,2021,9,2,65.29759,28.421043,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441208240,2021-09-12,2021,9,12,64.137812,28.30137,1.0,PRESERVED_SPECIMEN,The Atlas of Finnish Fungi,Vuokatinhovi
gbif,3453927968,2021-09-18,2021,9,18,61.478918,22.118561,50000.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,Joutsijärven luontopolku
gbif,3441171979,2020-07-28,2020,7,28,66.455843,25.895782,25000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,2860183838,2020-08-30,2020,8,30,63.169543,23.913217,24410.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,3441128614,2020-08-14,2020,8,14,60.285835,25.20057,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Älgspångsberget
gbif,3441142287,2020-08-10,2020,8,10,60.615453,24.830894,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,"Sonninmäki, Hyvinkää"
gbif,3441144003,2020-08-24,2020,8,24,65.161838,25.300031,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Kellonkangas
gbif,3441152502,2020-08-20,2020,8,20,65.148124,25.301711,10000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Haukipudas
gbif,3441158876,2020-08-24,2020,8,24,66.455843,25.895782,25000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441170911,2020-08-19,2020,8,19,64.608195,26.470607,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rokua
gbif,3441172274,2020-08-21,2020,8,,64.605137,26.489836,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rokua
gbif,3441180556,2020-08-14,2020,8,14,61.765044,29.385568,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Punkasalmi
gbif,3441183347,2020-08-19,2020,8,19,65.154681,25.287248,5000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Haukipudas
gbif,3441183733,2020-08-29,2020,8,29,68.590135,27.55956,1000.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,Korppivaara
gbif,3441198580,2020-08-11,2020,8,11,66.4996,25.760908,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Ounasvaara
gbif,3441204190,2020-08-25,2020,8,25,66.46029,25.802411,1000.0,PRESERVED_SPECIMEN,The Atlas of Finnish Fungi,Pöyliörakka
gbif,3441216976,2020-08-18,2020,8,18,66.325541,26.230054,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,"Narkaus, Kampsavaara"
gbif,3448000052,2020-08-09,2020,8,9,60.637136,24.744766,1000.0,MACHINE_OBSERVATION,"Notebook, general observations",Piilolammi
gbif,3448441499,2020-08-29,2020,8,29,64.18277,29.220636,1000.0,HUMAN_OBSERVATION,"Notebook, general observations",Roukonkangas
gbif,3448477984,2020-08-15,2020,8,15,63.998852,28.779969,1000.0,HUMAN_OBSERVATION,"Notebook, general observations",Iso Varislampi
gbif,3453898277,2020-08-14,2020,8,14,62.998091,27.826245,100000.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,
gbif,3453909699,2020-08-28,2020,8,28,63.275163,27.463617,1.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,
gbif,5069872465,2020-08-25,2020,8,25,67.742542,24.089976,253.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,2864769344,2020-09-05,2020,9,5,63.137954,30.739222,,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,3441136525,2020-09-11,2020,9,11,64.451392,26.791578,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Säräisniemi
gbif,3441167251,2020-09-01,2020,9,1,62.657545,29.67942,1000.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,"Onttola, Kanavanranta"
gbif,3441175695,2020-09-01,2020,9,1,66.368746,29.29534,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Oulanka
gbif,3441179198,2020-09-19,2020,9,19,60.941964,25.76445,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Linnainen
gbif,3441207199,2020-09-17,2020,9,17,65.442985,29.596713,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Pahamaailma
gbif,3441213351,2020-09-01,2020,9,1,62.656283,29.6814,1.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,Onttola
gbif,3441214949,2020-09-05,2020,9,5,67.004321,27.226094,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Pyhätunturi
gbif,3448990896,2020-09-01,2020,9,1,62.705957,29.745996,1000.0,MACHINE_OBSERVATION,"Notebook, general observations",
gbif,3441163071,2019-09-13,2019,9,13,61.292289,22.152113,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Hiittenharju
gbif,3441171144,2019-09-25,2019,9,25,61.2597,27.711698,1.0,PRESERVED_SPECIMEN,The Atlas of Finnish Fungi,Kärnäkoski
gbif,3441199850,2019-09-25,2019,9,25,61.259655,27.711807,1.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,Kärnäkösken linnoitus
gbif,3447948430,2019-09-20,2019,9,20,60.642223,22.826288,1000.0,HUMAN_OBSERVATION,"Notebook, general observations",
gbif,3448703265,2019-09-20,2019,9,20,60.458446,22.178108,10000.0,MACHINE_OBSERVATION,"Notebook, general observations",
gbif,3441162546,2019-10-08,2019,10,8,60.483669,22.105114,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Paikkari
gbif,3441128826,2018-08-21,2018,8,21,66.482954,25.961481,25000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rovaniemi
gbif,3441134655,2018-08-27,2018,8,27,66.816009,25.289398,10000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441160823,2018-08-31,2018,8,31,69.149748,27.216612,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Tuuruharju
gbif,3441164367,2018-08-31,2018,8,31,69.155197,27.225507,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Tuuruharju
gbif,3441164429,2018-08-31,2018,8,31,69.002476,26.996377,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Korppivaara
gbif,3441168416,2018-08-29,2018,8,29,66.501464,25.729144,50000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rovaniemi
gbif,3441186530,2018-08-31,2018,8,31,62.674605,29.632062,10000.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441194525,2018-08-31,2018,8,31,69.145936,27.215646,1000.0,PRESERVED_SPECIMEN,The Atlas of Finnish Fungi,Tuurunkangas
gbif,3441205285,2018-08-26,2018,8,26,66.501114,25.763024,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Ounasvaara
gbif,3441211462,2018-08-31,2018,8,31,69.146893,27.21057,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Tuuruharju
gbif,3447898290,2018-08-20,2018,8,20,62.699458,29.728109,100.0,HUMAN_OBSERVATION,"Notebook, general observations",Jaamankangas
gbif,3441134000,2018-09-30,2018,9,30,66.473085,25.695183,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Paavalniemi
gbif,3441149178,2018-09-02,2018,9,2,66.493163,25.73376,100000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rovaniemi
gbif,3441161483,2018-09-06,2018,9,6,64.841517,28.787741,10000.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441161990,2018-09-12,2018,9,12,60.708552,24.890516,10000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441176316,2018-09-13,2018,9,13,64.759529,26.050976,10000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441193044,2018-09-10,2018,9,10,66.504834,25.853008,25000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rovaniemi
gbif,4877408939,2018-09-14,2018,9,14,65.009696,27.459829,1.0,HUMAN_OBSERVATION,LajiGIS: Species monitoring sites,"Lippolankangas, Kiiminkijoen vesistöalue"
gbif,3441159119,2018-10-06,2018,10,6,62.080845,27.385235,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Ankele
gbif,3441128052,2018-08-31,2018,,,69.14708,27.211058,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Tuuruharjun länsipuoli
gbif,3441127256,2017-08-19,2017,8,19,61.690905,25.018425,1.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,kuorejärvi n
gbif,3441157693,2017-08-29,2017,8,29,64.373649,27.123216,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,"Vaala, Manamansalo, Hautausmaa"
gbif,3441163214,2017-08-20,2017,8,20,62.450383,28.76725,1.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,"Kerma, Hyövynniemi"
gbif,3441186569,2017-08-13,2017,8,13,66.461671,25.762407,10000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441208067,2017-08-29,2017,8,29,66.418756,26.296915,5000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rovaniemi
gbif,3441211782,2017-08-21,2017,8,21,66.501479,25.760519,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Ounasvaara
gbif,3453913643,2017-08-19,2017,8,19,62.815995,29.924015,50000.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,
gbif,3441144618,2017-09-28,2017,9,28,60.253924,24.55838,10000.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,
gbif,3441196439,2017-09-11,2017,9,11,66.505612,25.728164,50000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Rovaniemi
gbif,3441207393,2017-09-07,2017,9,7,60.994097,26.719685,10000.0,HUMAN_OBSERVATION,The Atlas of Finnish Fungi,
gbif,2992789735,2016-08-23,2016,8,23,66.371331,29.327199,61.0,HUMAN_OBSERVATION,iNaturalist research-grade observations,
gbif,3435181491,2016-08-26,2016,8,26,66.369252,29.306209,100.0,PRESERVED_SPECIMEN,Botanical Collections of the Åbo Akademi,"Oulanka National Park, Oulankajoki"
gbif,3441127805,2016-08-04,2016,8,4,66.261681,29.436613,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Juuma
gbif,3441162279,2016-08-23,2016,8,23,66.4996,25.760908,1000.0,MACHINE_OBSERVATION,The Atlas of Finnish Fungi,Ounasvaara
gbif,3453917841,2016-08-25,2016,8,25,62.613711,29.723008,1.0,HUMAN_OBSERVATION,Löydös Open Finnish Observation Database,Linnunlahti
gbif,4023267989,2016-08-24,2016,8,24,67.860164,23.536187,1000.0,PRESERVED_SPECIMEN,Agaricales Fennoscandiae orientalis,"Kangosselkä, Rapalampi"
gbif,4023271757,2016-08-27,2016,8,27,67.980908,23.733431,1000.0,PRESERVED_SPECIMEN,Agaricales Fennoscandiae orientalis,"Rauhalanmaa, Päämaa"
gbif,4023271747,2016-09-03,2016,9,3,61.293814,26.427868,1000.0,PRESERVED_SPECIMEN,Agaricales Fennoscandiae orientalis,Sonnasen S-ranta
gbif,4879706124,2016-09-05,2016,9,5,68.420276,26.860277,1.0,HUMAN_OBSERVATION,LajiGIS: Miscellaneous occurrences,Paatsjoen vesistöalue
gbif,3916458979,2016-10-01,2016,10,1,60.25,25.3,,MATERIAL_SAMPLE,,
gbif,3916459116,2016-10-01,2016,10,1,60.25,25.3,,MATERIAL_SAMPLE,,
gbif,3916507394,2016-10-01,2016,10,1,60.25,25.3,,MATERIAL_SAMPLE,,
gbif,3916507427,2016-10-01,2016,10,1,60.25,25.3,,MATERIAL_SAMPLE,,
gbif,3917164035,2016-10-01,2016,10,1,60.25,25.3,,MATERIAL_SAMPLE,,
gbif,3917164219,2016-10-01,2016,10,1,60.25,25.3,,MATERIAL_SAMPLE,,
