id,group,lat,lon,year,cycle,score_mlp
6179853700,presence,62.2018,13.57825,2025.0,2010,0.9669567545255026
6179854796,presence,62.2042,13.5825,2025.0,2010,0.9441306988398234
6179854967,presence,62.20301,13.58051,2025.0,2010,0.9381691416104635
6179859895,presence,62.2033,13.56315,2025.0,2010,0.9478157560030619
6179870190,presence,62.20557,13.57469,2025.0,2010,0.9252544840176901
6179875333,presence,62.20271,13.57869,2025.0,2010,0.964722732702891
6179877028,presence,62.20461,13.58343,2025.0,2010,0.9587034384409586
6179879226,presence,62.20342,13.58216,2025.0,2010,0.9595446189244589
6179895891,presence,62.2034,13.58162,2025.0,2010,0.9397590557734171
6179900814,presence,62.20344,13.5815,2025.0,2010,0.929021974404653
6179900917,presence,62.20273,13.56647,2025.0,2010,0.8862936496734619
6179902664,presence,62.20172,13.57783,2025.0,2010,0.9602217276891073
6179905699,presence,62.2031,13.57777,2025.0,2010,0.9471357067426046
6179912956,presence,62.20378,13.58172,2025.0,2010,0.9599741299947103
6179919242,presence,62.20515,13.58157,2025.0,2010,0.9660664598147074
6179921900,presence,62.20107,13.57611,2025.0,2010,0.9452968637148539
6179941031,presence,62.2048,13.58013,2025.0,2010,0.9346473018328348
6179941199,presence,62.20407,13.58165,2025.0,2010,0.9581747055053711
6179954600,presence,62.20451,13.58113,2025.0,2010,0.9608293374379476
6179957932,presence,62.20469,13.58177,2025.0,2010,0.9329448541005453
6179959444,presence,62.20142,13.57737,2025.0,2010,0.9616937438646952
6179962654,presence,62.20456,13.58189,2025.0,2010,0.9558954834938049
6179964624,presence,62.20362,13.57844,2025.0,2010,0.962021271387736
6179966820,presence,62.20466,13.58235,2025.0,2010,0.9530258774757385
6179970649,presence,62.20451,13.57811,2025.0,2010,0.945259710152944
6179974422,presence,62.20228,13.57621,2025.0,2010,0.9536145130793253
6179975537,presence,62.20437,13.58357,2025.0,2010,0.9626479744911194
6179980326,presence,61.81808,13.86546,2025.0,2010,0.6366267601648966
6179985548,presence,62.20421,13.58283,2025.0,2010,0.9582231640815735
6179995024,presence,62.20451,13.57762,2025.0,2010,0.9459870656331381
6179997623,presence,61.81848,13.86497,2025.0,2010,0.5657060046990713
6180027733,presence,62.20518,13.585,2025.0,2010,0.937290092309316
6180027870,presence,62.20356,13.57804,2025.0,2010,0.9462474385897318
6180036308,presence,62.20496,13.5852,2025.0,2010,0.958156148592631
6191675933,presence,63.88667,17.19285,2025.0,2010,0.899791936079661
6191705084,presence,63.88669,17.19277,2025.0,2010,0.8898931344350179
5839260125,presence,59.16391,18.28141,2025.0,2010,0.8721187909444174
5839310583,presence,59.15949,18.20242,2025.0,2010,0.34226513902346295
5839314038,presence,59.16665,18.2619,2025.0,2010,0.8250843087832133
5843595080,presence,59.2332,18.49938,2025.0,2010,0.7623553474744161
5843659285,presence,66.05337,19.86368,2025.0,2010,0.7813103397687277
5843665412,presence,59.1643,18.29653,2025.0,2010,0.72748863697052
5896674972,presence,62.10447,14.12764,2025.0,2010,0.864319900671641
6336401366,presence,63.94459,18.8332,2024.0,2010,0.9581252535184225
6336476393,presence,63.94245,18.82679,2024.0,2010,0.5499752958615621
